patient,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,PAM50
TCGA-AC-A2FF-01,0.0,0.0,0.0,31.86665,8.189739,0.0,0.0,9.623951,8.9208555,0.0,0.0,0.0,0.0,10.079815,0.0,0.0,0.0,0.0,19.906113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.594593,22.464575,0.0,10.767925,1.516587,21.53854,0.0,0.0,0.0,0.0,0.0,0.0,59.14218,0.0,0.0,0.0,44.131893,0.0,5.5034127,0.0,0.0,0.0,57.450798,0.0,28.015507,0.0,0.0,0.0,11.844516,0.0,0.0,0.06413774,0.0,0.0,0.0,LumA
TCGA-AC-A2FG-01,0.0,0.0,0.0,33.9262,21.418957,0.0,0.0,15.851513,9.85346,0.0,0.0,0.0,0.0,14.09244,0.0,0.0,2.653625,0.0,27.190657,6.537979,0.0,0.0,2.3509645,0.0,25.202599,31.15652,0.0,0.0,0.0,0.0,8.270168,0.0,1.5087657,6.1486454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.19568,0.0,0.0,0.0,39.378242,0.0,10.567077,0.0,12.623591,0.0,63.153027,0.0,30.717262,0.0,0.0,0.0,11.455655,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AC-A3HN-01,0.0,0.0,0.0,30.020893,0.0,0.0,0.0,10.466798,6.2742195,0.0,0.0,0.0,0.49103662,21.837307,0.0,0.0,0.0,0.0,13.472782,4.0541363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.816199,0.0,2.720071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.624218,0.0,0.0,0.0,10.402586,0.0,0.0,0.0,8.18134,0.0,30.587866,0.0,38.708122,0.0,0.0,0.0,0.0,0.0,0.0,1.7468228,0.0,0.0,0.0,LumA
TCGA-AN-A0AT-01,0.0,0.0,25.123148,0.0,95.62017,0.0,29.509998,0.0,0.0,43.01027,10.408362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.744949,0.0,0.0,0.0,140.48807,0.0,0.0,0.0,0.0,0.0,8.706724,0.0,57.814537,141.42395,0.0,59.64806,47.313393,0.0,0.0,0.0,0.0,0.0,134.79637,0.0,0.0,154.66992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.833046,0.0,0.0,Basal
TCGA-AO-A12A-01,0.0,0.0,0.0,35.05401,17.45294,0.60419226,0.0,35.641853,12.242664,0.0,0.0,0.0,0.0,3.8331168,0.0,0.0,0.0,0.0,36.500885,18.698849,0.0,0.0,0.0,0.0,0.0,14.664044,0.0,0.0,0.0,0.0,31.031519,0.0,27.346972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.612484,0.0,0.0,0.0,41.605206,0.0,2.5077665,0.0,25.06827,0.0,70.95474,0.0,28.856878,0.0,0.0,0.0,8.277915,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AO-A12B-01,0.0,0.0,0.0,12.507379,0.0,0.0,13.593132,3.4243367,3.9784834,0.0,0.0,0.0,0.0,21.467896,0.0,0.0,0.0,0.0,8.470409,21.077093,0.0,0.0,0.0,0.0,4.6108766,0.0,0.0,4.1544824,0.0,0.0,7.0784445,0.0,2.3024817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.551273,0.0,0.0,0.0,0.0,3.0379677,0.0,0.0,22.83945,0.0,14.667101,0.0,34.860107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AO-A12D-01,0.0,0.0,0.0,7.750197,53.94641,0.0,4.6993384,0.0,0.0,72.36812,0.0,0.0,19.827488,0.0,0.0,0.0,0.0,0.0,3.0644598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3535333,4.8688397,0.0,0.0,32.19328,0.0,25.852028,0.0,0.0,0.0,3.2762523,0.0,0.0,9.14175,0.0,0.0,0.0,0.0,0.0,17.035461,0.0,0.0,0.0,42.460255,0.0,0.0,41.379723,0.0,0.0,0.0,0.0,0.0,18.96529,0.0,0.0,0.0,0.0,0.0,Her2
TCGA-AO-A12F-01,0.0,0.0,22.605724,0.0,97.2891,0.0,30.790712,0.0,0.0,38.363384,5.556665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.915257,0.0,0.0,0.0,143.20493,0.0,0.0,0.55885935,0.0,0.0,2.4384332,0.0,68.06949,146.08426,0.0,61.37198,57.104618,0.0,0.0,0.0,0.0,0.0,137.71004,0.0,0.0,161.91043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.566677,0.0,0.0,Basal
TCGA-AO-A12H-01,0.0,0.0,0.0,17.418926,0.0,0.0,29.675007,1.7953489,12.744974,0.0,0.0,0.0,1.1838245,15.787016,0.0,0.0,5.314551,0.0,15.935608,28.97914,0.0,0.0,0.0,0.0,0.0,0.31313157,0.0,0.0,0.0,0.0,12.504737,0.0,7.368225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.252613,0.0,0.0,0.0,3.1657913,7.2948585,0.0,0.0,31.23065,0.0,22.575327,0.0,42.13492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AO-A1KP-01,0.0,0.0,7.2878494,0.0,0.0,0.0,8.347638,0.0,0.0,0.0,0.0,0.0,0.0,10.6111,0.0,0.0,0.0,0.0,5.7172523,14.0614805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.00031,0.0,0.0,0.0,15.794661,0.0,0.0,0.0,0.0,25.46485,0.0,9.628048,0.0,0.0,32.649113,0.0,0.0,0.0,0.0,9.385306,0.0,0.0,9.465113,0.0,25.618763,0.0,0.0,0.0,3.9271417,0.0,9.737183,0.0,0.0,0.0,14.826938,0.0,0.0,LumB
TCGA-AO-A1KQ-01,0.0,0.0,0.0,0.0,48.637077,0.0,36.323753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4895,0.0,0.0,0.0,16.769968,0.0,1.1111331,0.0,0.0,0.0,52.40639,7.472512,59.480297,16.69656,34.998863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.282013,28.422825,0.0,0.0,0.0,0.0,19.669205,0.0,16.440258,25.832314,0.0,3.7345166,0.0,0.0,0.0,0.0,0.0,24.021086,0.0,0.0,0.0,4.5164857,0.0,0.0,LumB
TCGA-AO-A1KR-01,0.0,0.0,19.25631,0.0,92.12823,0.0,32.664673,0.0,0.0,41.44756,7.9924474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.380093,0.0,0.0,0.0,135.46529,0.0,0.0,0.0,0.0,0.0,4.465803,0.0,63.001526,139.45647,0.0,57.726986,49.858063,0.0,0.0,0.0,0.0,0.0,131.23311,0.0,0.0,153.21579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.599308,0.0,0.0,Basal
TCGA-AO-A1KS-01,0.0,0.0,0.0,0.0,40.484043,0.0,5.5889807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.565285,0.0,0.0,0.0,18.97742,0.0,0.9346724,0.0,0.0,0.0,76.750496,0.0,61.320354,10.2337265,50.677658,26.282091,11.674679,0.0,0.0,0.0,0.0,0.0,1.9368309,0.0,0.0,0.0,63.78148,59.20889,0.0,0.0,0.0,0.0,42.877678,0.0,0.0,19.592026,0.0,15.849567,0.0,0.0,0.0,0.0,0.0,27.246614,0.0,0.0,0.0,9.762845,0.0,0.0,LumB
TCGA-AO-A1KT-01,0.0,0.0,0.0,0.0,52.26021,0.0,2.0347505,0.0,0.0,0.0,1.252776,0.0,0.0,0.0,15.628069,0.0,0.0,0.0,0.22692506,0.0,0.0,0.0,0.0,0.0,76.59585,0.0,63.20883,8.570762,39.897594,0.0,13.997583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.43003,62.44665,0.0,0.0,0.0,0.0,38.554806,0.0,0.0,30.053,0.0,23.28413,0.0,0.0,0.0,0.0,0.0,14.248654,0.0,0.0,0.0,9.927527,0.0,0.0,LumB
TCGA-AQ-A1H2-01,0.0,0.0,0.0,0.0,0.0,0.0,3.1350436,0.0,0.0,0.0,0.0,0.0,0.0,16.636965,0.0,0.0,0.0,0.0,13.416304,21.73033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.745855,0.0,0.0,0.0,2.3828387,0.0,0.0,0.0,0.0,12.604428,0.0,0.0,0.0,0.0,48.707973,0.0,0.0,0.0,0.0,13.347518,0.0,0.0,11.859824,0.0,32.486378,0.0,0.0,0.0,0.0,0.0,12.662971,0.0,0.0,0.0,2.2412112,0.0,0.0,LumA
TCGA-AQ-A1H3-01,0.0,0.0,0.0,19.89007,3.7067325,0.0,0.0,11.187364,8.451804,0.0,0.0,0.0,0.0,15.837545,0.0,0.0,0.0,0.0,13.87538,0.0,0.0,0.0,0.0,0.0,4.6805325,7.3884063,0.0,0.0,0.0,0.0,11.432979,0.0,6.8416853,0.0,4.2408185,0.0,0.0,0.0,0.0,0.0,0.0,47.78255,0.0,0.0,0.0,32.736626,0.0,6.8789153,0.0,0.0,0.0,48.234238,0.0,27.44913,0.0,0.0,0.0,5.546339,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A0TS-01,0.0,0.0,25.529207,0.0,60.50826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24829,0.0,0.0,3.5594952,0.0,0.0,0.0,0.0,51.67436,70.201126,0.0,33.503063,40.612396,0.0,0.0,0.0,0.0,0.0,67.49397,0.0,0.0,100.261284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Basal
TCGA-AR-A0TY-01,0.0,0.0,13.151274,0.0,46.08682,0.0,2.83279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9143453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.441015,3.700856,2.5184872,0.0,0.0,0.0,27.69674,0.0,0.0,29.25958,0.0,0.0,6.3707504,0.0,3.3095198,32.120296,9.431784,10.880177,8.191058,0.0,0.0,0.0,0.0,0.0,56.176697,0.0,0.0,43.791172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254617,0.0,0.0,LumB
TCGA-AR-A1AH-01,0.0,0.0,16.640104,0.0,96.469124,0.0,32.77595,0.0,0.0,31.137657,1.7779971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.634216,0.0,0.0,0.0,135.04877,0.0,0.0,1.464798,0.0,0.0,0.0,0.0,73.14762,142.82152,0.0,57.24533,60.16361,0.0,0.0,0.0,0.0,0.0,132.4628,0.0,0.0,157.67928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.805492,0.0,0.0,Basal
TCGA-AR-A1AI-01,0.0,0.0,0.0,0.0,77.71571,0.0,8.840367,0.0,0.0,7.630815,0.0,0.0,6.537338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.308437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.215984,97.844406,0.0,44.194996,46.60894,0.0,0.0,0.0,0.0,0.0,66.48831,0.0,0.0,128.4366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9814246,0.0,0.0,Basal
TCGA-AR-A1AJ-01,0.0,0.0,0.0,0.0,52.817116,0.0,2.825384,5.463351,0.0,0.0,0.0,0.0,20.243475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.742793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.476156,42.53515,0.0,26.851486,40.772667,0.0,0.0,0.0,0.0,0.0,24.809175,0.0,0.0,64.58376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Basal
TCGA-AR-A1AK-01,0.0,0.0,0.0,23.412613,18.584572,0.0,0.0,9.757523,7.121597,0.0,0.0,0.0,0.0,6.193382,0.0,0.0,0.4583613,0.0,19.474405,1.4340076,0.0,0.0,0.0,0.0,18.273945,26.037815,0.0,0.0,0.0,0.0,9.841219,0.0,3.0254908,5.599368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.500328,0.0,0.0,0.0,32.305138,0.0,7.267157,0.0,5.7129908,0.0,49.97728,0.0,22.959719,0.0,0.0,0.0,9.492437,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A1AL-01,0.0,0.0,0.0,35.849854,8.000816,0.0,0.0,20.438276,2.2603905,0.0,0.0,1.5509024,7.70909,13.09537,0.0,0.0,0.0,0.0,25.498692,0.0,0.0,0.0,0.0,0.0,2.660574,0.0,0.0,0.0,0.0,0.0,14.196883,0.0,9.708326,0.0,0.17671824,0.0,0.0,0.0,0.0,0.0,0.0,35.906223,0.0,0.0,0.0,23.964006,0.0,13.996024,0.0,0.0,0.0,47.69661,0.0,22.501524,0.0,0.0,0.0,14.062392,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A1AP-01,0.0,0.0,0.0,16.983034,12.093621,0.0,0.0,0.0,0.24000913,0.0,0.0,0.0,0.0,11.610073,0.0,0.0,0.0,0.0,30.72385,13.582163,0.0,0.0,0.0,0.0,14.512686,19.04642,0.0,0.0,0.0,0.0,13.129509,0.0,10.875601,0.0049602096,0.0,0.0,2.913633,0.0,0.0,0.0,0.0,56.696106,0.0,0.0,0.0,30.662176,3.580122,4.4669304,0.0,8.5704775,0.0,51.917847,0.0,6.8700933,0.0,0.0,0.0,20.581718,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A1AQ-01,0.0,0.0,5.9900565,0.0,101.440636,0.0,24.463936,0.0,0.0,34.31762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2443027,0.0,0.0,0.0,109.02439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.967236,133.40149,0.0,56.893066,49.416954,0.0,0.0,0.0,0.0,0.0,111.979645,0.0,0.0,158.81248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.145817,0.0,0.0,Basal
TCGA-AR-A1AS-01,0.0,0.0,0.0,22.272514,15.35115,0.0,16.311745,10.658375,0.0,0.0,7.339272,0.0,3.8514092,11.889533,0.0,0.0,0.0,0.0,15.96738,25.410978,0.0,0.0,1.0216633,0.0,6.632675,6.909581,0.0,0.0,0.0,0.0,9.539089,0.0,6.8232613,0.0,0.0,0.0,0.0,0.5576943,0.0,0.0,0.0,26.375774,0.0,0.0,0.0,0.0,0.25054088,0.0,0.0,25.881691,0.0,32.12106,0.0,21.368055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A1AU-01,0.0,0.0,0.0,31.175236,12.132193,0.0,0.0,0.0,0.3114143,0.0,0.0,0.0,0.0,8.34658,0.0,0.0,0.0,0.0,33.154613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.859553,35.546623,0.0,22.513313,0.0,2.0220523,0.0,10.174879,0.0,0.0,0.0,0.0,81.16938,0.0,0.0,0.0,55.488068,2.627471,0.0,0.0,0.0,0.0,82.10032,0.0,9.836671,0.0,0.0,0.0,14.458047,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A1AV-01,0.0,0.0,0.0,0.0,7.831429,0.0,3.7821896,0.0,0.0,0.0,0.89963436,0.0,0.0,15.569189,0.0,0.0,0.0,0.0,3.021122,19.784693,0.0,0.0,0.0,0.0,23.207129,0.0,0.0,6.9763255,0.0,0.0,9.737072,0.0,3.5160968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14427,0.0,0.0,0.0,0.0,7.7904444,0.0,0.0,20.088245,0.0,21.938644,0.0,24.318766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A1AW-01,0.0,0.0,0.0,0.0,20.201427,0.0,10.306417,14.613699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.545147,0.0,0.0,0.0,10.362757,0.0,0.0,11.410665,0.0,0.0,0.0,0.0,1.9490947,12.364181,0.0,7.8597813,37.754833,0.0,0.0,0.0,0.0,0.0,21.6767,0.0,0.0,5.578306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LumB
TCGA-AR-A1AX-01,0.0,0.0,0.0,7.840452,22.355835,0.0,0.0,0.5792813,0.0,0.0,0.0,0.0,0.0,6.041707,0.0,0.0,0.0,0.0,20.205072,0.0,0.0,0.0,0.0,0.0,17.276545,14.831394,0.0,0.0,0.0,13.762553,23.511875,0.0,19.46269,4.2291737,0.0,0.0,12.409053,0.0,0.0,0.0,0.0,35.20833,0.0,0.0,0.0,20.289337,5.6537914,0.58744955,0.0,0.0,0.0,40.36465,0.0,12.57792,0.0,0.0,0.0,11.743138,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A1AY-01,0.0,0.0,16.672192,0.0,103.38067,0.0,31.50919,0.0,0.0,30.439083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.591463,0.0,0.0,0.0,137.87682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98164,148.09557,0.0,63.40295,64.76594,0.0,0.0,0.0,0.0,0.0,130.39467,0.0,0.0,168.80981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.895016,0.0,0.0,Basal
TCGA-AR-A24K-01,0.0,0.0,0.0,1.0009845,0.0,0.0,20.047022,0.0,0.0,0.0,0.0,0.0,0.0,22.8883,0.0,0.0,0.0,0.0,4.641058,14.426463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.815205,0.0,0.0,0.0,19.032701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.077755,0.0,0.0,0.0,0.0,3.3451388,0.0,0.0,19.901258,0.0,21.863062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04750939,0.0,0.0,LumB
TCGA-AR-A24L-01,0.0,0.0,0.0,22.53577,0.0,0.0,32.948017,12.578931,0.0,0.0,0.0,0.0,0.0,0.0,7.4001546,0.0,0.0,7.3598185,25.61114,0.0,0.7536528,0.0,20.16752,0.0,0.0,37.6594,0.0,0.0,0.0,26.930845,19.903994,0.0,5.7824063,0.0,0.0,0.0,19.107847,0.0,0.0,0.0,0.0,41.45087,0.0,0.0,0.0,34.923927,21.154074,12.156144,0.0,7.8632383,0.0,39.361084,0.0,20.118807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A24M-01,0.0,0.0,0.0,18.27535,10.072966,0.0,21.341719,1.839739,9.508969,0.0,0.0,0.0,9.973242,0.0,0.0,0.0,1.0835818,0.0,21.382322,17.25094,0.0,0.0,0.0,0.0,0.0,6.266153,0.0,0.0,0.0,0.0,14.727304,0.0,10.291683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.479242,0.0,0.0,0.0,21.526194,2.814794,0.0,0.0,17.593433,0.0,29.566925,0.0,19.194984,0.0,0.0,0.0,4.408962,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A24N-01,0.0,0.0,0.0,8.6650915,14.547002,0.0,18.58,6.972311,0.0,0.0,23.585228,2.4301722,0.0,5.371206,0.0,0.0,0.0,0.0,12.219233,14.971428,0.0,0.0,0.0,0.0,13.947309,4.031443,0.0,2.782529,1.3460945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8433444,0.0,18.823395,0.0,0.0,0.0,2.161194,0.0,0.0,0.0,15.776797,0.0,26.173681,0.0,5.49442,0.0,0.0,0.0,6.176461,0.0,0.0,0.0,0.0,0.0,0.0,LumB
TCGA-AR-A24O-01,0.0,0.0,0.0,25.035198,13.515651,0.0,0.0,3.5922277,2.3879519,0.0,0.0,0.0,7.0235724,2.2405126,0.0,0.0,0.0,0.0,22.390053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9902525,19.501226,0.0,9.114564,0.0,3.4829547,0.0,8.307797,0.0,0.0,0.0,0.0,27.915558,0.0,0.0,0.0,29.053852,0.0,10.227886,0.0,0.0,0.0,40.513775,0.0,15.305558,0.0,0.0,0.0,14.223822,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A24P-01,0.0,0.0,0.0,7.7942424,7.77929,0.0,0.0,5.016727,5.13802,0.0,0.0,0.0,0.0,13.465116,0.0,0.0,0.0,0.0,11.631852,3.1662543,0.0,0.0,0.0,0.0,13.156534,11.352682,0.0,0.0,0.0,0.0,4.7670403,0.0,2.0678484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.31619,0.0,0.0,0.0,26.854465,1.5267544,2.663056,0.0,5.0817494,0.0,44.526897,0.0,18.601091,0.0,0.0,0.0,6.5774846,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A24Q-01,0.0,0.0,6.3029795,0.0,58.021046,0.0,9.564984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.279023,0.0,0.0,0.0,63.209343,0.0,0.0,7.539834,0.0,0.0,0.0,0.0,44.08371,77.62359,0.0,28.026808,47.765778,0.0,0.0,0.0,0.0,0.0,65.18279,0.0,0.0,87.431076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.070118,0.0,0.0,Basal
TCGA-AR-A24R-01,0.0,0.0,0.0,0.0,16.096275,0.0,0.0,0.0,0.0,0.0,33.607903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.548178,0.0,21.881699,0.0,2.9716659,0.41793913,22.897848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.472939,52.357464,0.0,0.0,0.0,0.0,28.613752,0.0,0.0,12.961279,0.0,28.172243,0.0,0.0,3.9187887,0.0,0.0,6.967617,0.0,0.0,0.0,7.6700344,0.0,0.0,LumB
TCGA-AR-A24S-01,0.0,0.0,0.0,0.0,17.133099,0.0,0.0,23.530266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3230257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66101,0.0,0.0,2.7703161,0.0,8.597031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.302634,0.0,39.65534,0.0,0.0,0.0,0.0,0.0,29.822336,0.0,19.50832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LumB
TCGA-AR-A24T-01,0.0,0.0,0.0,32.49616,0.0,0.0,12.000089,21.028301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.498672,0.0,0.0,0.0,6.885033,0.0,0.0,25.677088,0.0,0.0,0.0,6.3865376,17.908993,0.0,7.6685686,0.0,0.0,0.0,3.407956,0.0,0.0,0.0,0.0,42.054726,0.0,0.0,0.0,31.778141,3.2678933,16.586695,0.0,4.282437,0.0,48.53189,0.0,24.477665,0.0,0.0,0.0,6.439831,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A24U-01,0.0,0.0,0.0,0.0,52.072777,0.0,11.030515,0.0,0.0,50.38278,0.0,0.0,19.609095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.481951,0.0,7.0229373,0.0,0.0,18.990942,0.0,11.7973995,0.0,0.0,0.0,0.0,0.0,0.0,9.989114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.50981,0.0,0.0,37.64086,0.0,0.0,0.0,0.0,0.0,15.863565,0.0,0.0,0.0,0.0,0.0,Her2
TCGA-AR-A24V-01,0.0,0.0,0.0,12.690012,3.1115623,0.0,0.0,6.932343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.628448,0.0,0.0,0.0,0.0,0.0,1.0462792,12.49198,0.0,0.0,0.0,13.167215,15.713734,0.0,12.821941,0.0,0.0,0.0,16.293762,0.0,0.0,0.0,0.0,32.163822,0.0,0.0,0.0,19.30282,4.669579,9.95128,0.0,11.414035,0.0,41.358322,0.0,4.5727587,0.0,0.0,0.0,7.885177,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A24W-01,0.0,0.0,0.0,50.29442,17.218496,0.0,0.0,11.18862,9.212058,0.0,0.0,0.0,2.0901794,6.423199,0.0,0.0,0.0,0.0,44.92996,0.0,0.0,0.0,0.0,0.0,0.0,1.4793135,0.0,0.0,0.0,32.303947,41.321148,0.0,27.902376,0.0,22.272444,0.0,15.444611,0.0,0.0,0.0,0.0,80.649925,0.0,0.0,0.0,64.33518,0.0,13.901858,0.0,0.0,0.0,84.798225,0.0,35.65855,0.0,0.0,0.0,26.478014,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A24X-01,0.0,0.0,0.0,0.0,0.0,0.0,1.3866057,0.0,0.0,0.0,0.0,0.0,0.0,10.366558,0.0,0.0,0.0,0.0,8.429958,13.229924,0.0,0.0,0.0,0.0,0.0,3.1933162,0.0,14.863789,0.0,0.0,0.0,0.6589743,0.0,0.0,0.0,0.0,22.28257,0.0,0.0,0.0,0.0,43.636513,0.0,0.0,0.0,0.0,10.407951,0.0,0.0,7.7468076,0.0,36.381554,0.0,0.0,0.0,1.5169617,0.0,12.871916,0.0,0.0,0.0,0.5459588,0.0,0.0,LumA
TCGA-AR-A24Z-01,0.0,0.0,0.0,0.0,21.607508,0.0,55.4481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.50299,0.0,0.0,0.0,0.0,0.0,40.424473,13.4679985,0.0,33.82407,0.0,0.0,12.44831,0.0,14.027433,0.0,0.0,0.0,35.96066,0.0,14.464538,0.0,0.0,57.908855,0.0,0.0,0.0,0.0,8.610125,0.0,0.0,25.5766,0.0,42.73093,0.0,0.0,0.0,0.0,0.0,2.192274,0.0,0.0,0.0,14.624489,0.0,0.0,LumB
TCGA-AR-A250-01,0.0,0.0,0.0,0.0,13.205031,0.0,35.18031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.601529,0.0,9.658081,28.322514,14.370792,0.0,9.705776,0.0,11.217947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.157198,24.814894,0.0,0.0,0.0,0.0,3.177566,0.0,0.0,25.673113,0.0,27.386177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.750576,0.0,0.0,LumB
