patient,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,PAM50
TCGA-AR-A251-01,0.0,0.0,9.792762,0.0,80.21009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8463311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.79956,100.128296,0.0,38.658955,49.90397,0.0,0.0,0.0,0.0,0.0,77.26822,0.0,0.0,139.7939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.412841,0.0,0.0,Basal
TCGA-AR-A252-01,0.0,0.0,0.0,6.118926,13.944788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4302943,0.0,0.0,0.0,0.0,11.115133,2.6414082,0.0,0.0,0.0,0.0,0.0,0.6767004,0.0,0.0,0.0,0.0,16.352722,0.0,7.517694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.867043,0.0,0.0,0.0,20.102026,0.0,0.0,0.0,6.3831625,0.0,47.173813,0.0,1.0056539,0.0,0.0,0.0,3.8312936,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A254-01,0.0,0.0,0.0,0.0,15.149277,0.0,1.4899106,0.0,0.0,0.0,0.0,0.0,8.979874,0.0,0.0,6.0125127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.704142,10.915031,0.0,0.0,6.662109,0.0,2.5619636,0.0,0.0,0.0,4.9395323,0.0,0.0,3.9057581,1.4284192,0.9280507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.149647,0.0,3.932808,0.0,0.0,0.0,0.0,0.0,0.0,8.77516,0.0,0.0,1.3049328,0.0,0.0,Her2
TCGA-AR-A255-01,0.0,0.0,0.0,0.23865786,23.772923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.029198,0.0,0.0,0.0,0.0,0.0,13.421748,10.307778,0.0,0.0,0.0,24.958021,29.610098,0.0,13.263603,0.0,0.0,0.0,19.699627,0.0,0.0,0.0,0.0,63.756367,0.0,0.0,0.0,24.722227,10.603705,0.91212815,0.0,6.1947827,0.0,64.317696,0.0,0.0,0.0,0.0,0.0,18.72424,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A256-01,0.0,0.0,4.2824483,0.0,100.14603,0.0,36.183434,0.0,0.0,39.947483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.441174,0.0,0.0,0.0,123.58856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38271,135.80988,0.0,57.145447,54.359196,0.0,0.0,0.0,0.0,0.0,126.07252,0.0,0.0,161.38126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.451887,0.0,0.0,Basal
TCGA-AR-A2LE-01,0.0,0.0,0.0,20.387415,17.530247,0.0,0.0,5.934728,5.8052096,0.0,0.0,0.0,0.0,16.090925,0.0,0.0,0.0,0.0,21.502096,0.0,0.0,0.0,0.0,0.0,21.566528,12.915564,0.0,0.0,0.0,0.0,23.988422,0.0,15.98435,5.6045613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.269817,0.0,0.0,0.0,29.503162,3.0450785,1.1531706,0.0,0.0,0.0,48.13338,0.0,29.460773,0.0,0.0,0.0,5.190733,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A2LK-01,0.0,0.0,0.0,0.0,29.914885,0.0,14.619671,0.0,0.0,0.0,1.7138917,2.3076215,0.0,0.0,0.0,0.0,0.0,0.0,25.873238,0.0,0.0,0.0,0.0,0.0,84.270584,4.6138206,15.745833,17.695948,22.11383,31.819635,41.700264,0.0,0.0,0.0,0.0,0.0,39.703102,0.0,3.2353797,0.0,6.9657145,83.03607,0.0,0.0,0.0,0.0,37.937347,0.0,0.0,17.261974,0.0,50.053158,0.0,0.0,0.0,0.0,0.0,22.072996,0.0,0.0,0.0,12.427635,0.0,0.0,LumB
TCGA-AR-A2LM-01,0.0,0.0,0.0,37.245605,10.224492,0.0,0.0,15.320745,11.650711,0.0,0.0,0.0,0.0,10.674079,0.0,0.0,0.0,0.0,27.716719,0.6040306,0.0,0.0,0.0,0.0,4.41289,20.821262,0.0,0.0,0.0,0.0,16.97496,0.0,8.233246,0.0,0.9534596,0.0,0.0,0.0,0.0,0.0,0.0,74.29961,0.0,0.0,0.0,50.97033,0.0,10.78684,0.0,3.7093697,0.0,69.68684,0.0,35.90884,0.0,0.0,0.0,11.3625965,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-AR-A2LN-01,0.0,0.0,0.0,20.814013,11.437238,0.0,0.0,5.505883,3.2946758,0.0,0.0,0.0,0.0,9.93873,0.0,0.0,0.0,0.0,21.74902,0.0,0.0,0.0,0.0,0.0,0.80112517,4.254211,0.0,0.0,0.0,5.58101,26.160486,0.0,18.033094,0.0,0.0,0.0,0.9096031,0.0,0.0,0.0,0.0,56.437073,0.0,0.0,0.0,36.71225,1.6901346,2.022279,0.0,0.0,0.0,54.33593,0.0,22.728477,0.0,0.0,0.0,9.92825,0.0,0.0,0.16723253,0.0,0.0,0.0,LumA
TCGA-AR-A2LO-01,0.0,0.0,0.0,33.168934,12.495979,0.0,0.0,9.976075,11.865,0.0,0.0,0.0,0.0,6.9108396,0.0,0.0,0.0,0.0,24.39494,2.6630158,0.0,0.0,0.0,0.0,3.1698,22.036287,0.0,0.0,0.0,0.0,15.602876,0.0,4.908366,2.949699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.32663,0.0,0.0,0.0,52.918438,0.0,6.9294505,0.0,5.3044,0.0,68.94694,0.0,29.84944,0.0,0.0,0.0,10.835198,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-B6-A0RH-01,0.0,0.0,0.0,0.0,55.547504,0.0,0.0,0.0,0.0,9.136272,0.0,0.0,0.33487448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.11949,0.0,0.0,0.0,0.0,0.0,0.0,6.0651197,16.425705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03375,0.0,0.0,22.283632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Her2
TCGA-B6-A0X0-01,0.0,0.0,0.0,22.375662,16.613754,0.0,0.0,20.13214,3.7486672,0.0,0.0,0.0,0.0,3.021363,0.0,0.0,0.0,0.0,31.884596,21.679806,0.0,0.0,0.0,0.0,0.0,6.1911473,0.0,0.0,0.0,0.0,26.769547,0.0,23.911211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.88954,0.0,0.0,0.0,30.220516,0.0,0.0,0.0,18.71356,0.0,61.054035,0.0,14.135341,0.0,0.0,0.0,13.203314,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-B6-A2IU-01,0.0,0.0,0.0,25.565544,24.45085,0.0,0.0,13.410471,5.8163414,0.0,4.856991,0.0,0.0,16.164429,0.0,0.0,0.0,0.0,27.616013,14.999391,0.0,0.0,0.0,0.0,32.484264,29.829735,0.0,0.0,0.0,0.0,7.7413535,0.0,3.6150947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.179256,0.0,0.0,0.0,32.75604,0.0,1.8677222,0.0,19.703375,0.0,64.40861,0.0,28.521072,0.0,0.0,0.0,11.258203,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0AU-01,0.0,0.0,0.0,0.0,11.207185,0.0,0.0,0.0,0.0,0.0,16.939503,4.4721045,0.0,0.0,0.0,0.0,0.0,0.0,10.62328,0.0,0.0,0.0,0.0,0.0,24.85433,9.973489,0.0,0.0,0.0,2.0552933,10.7053585,0.0,0.0,0.0,0.0,0.0,1.0478724,0.0,0.0,0.0,0.0,37.983448,0.0,0.0,0.0,9.045567,5.970578,0.0,0.0,5.465321,0.0,34.190327,0.0,0.0,0.0,0.0,0.0,15.58085,0.0,0.0,0.0,0.0,0.0,0.0,LumB
TCGA-BH-A0AV-01,0.0,0.0,18.031473,0.0,103.18841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.362566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.02344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.08054,135.8041,0.0,53.064896,58.255924,0.0,0.0,0.0,0.0,0.0,100.27504,0.0,0.0,174.06787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.148381,0.0,0.0,Basal
TCGA-BH-A0AZ-01,0.0,0.0,0.0,26.012226,0.0,0.0,9.423954,9.534727,2.203343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.96597,0.0,0.0,0.0,7.6312323,0.0,0.0,25.123146,0.0,0.0,0.0,22.936934,22.515059,0.0,9.280523,0.0,0.0,0.0,7.2804728,0.0,0.0,0.0,0.0,51.010677,0.0,0.0,0.0,40.95654,14.363264,9.245406,0.0,4.9937153,0.0,46.91028,0.0,24.512747,0.0,0.0,0.0,4.761773,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0B0-01,0.0,0.0,0.0,53.271343,9.771432,0.0,0.0,14.6300335,13.27714,0.0,0.0,0.0,5.417725,4.8290467,0.0,0.0,0.0,0.0,40.7765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.280975,36.051506,0.0,21.95366,0.0,28.834118,0.0,5.736311,0.0,0.0,0.0,0.0,78.326,0.0,0.0,0.0,64.5182,0.0,13.649144,0.0,0.0,0.0,82.54519,0.0,37.848457,0.0,0.0,0.0,22.634188,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0B5-01,0.0,0.0,0.0,22.58948,17.54505,0.0,0.0,34.889164,9.467385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.49641,2.2637432,0.0,0.0,0.0,0.0,0.0,10.1104555,0.0,0.0,0.0,0.0,34.062912,0.0,37.817493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.99381,0.0,0.0,0.0,34.818226,0.0,0.86258346,0.0,22.159676,0.0,45.46114,0.0,7.3371515,0.0,0.0,0.0,9.305968,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0B7-01,0.0,0.0,0.0,19.352373,48.49111,0.0,0.0,0.0,0.0,45.763226,0.0,0.0,20.362942,0.0,0.0,0.0,0.0,0.0,11.533925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.822266,0.0,24.91201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.395855,0.0,0.0,0.0,35.46537,0.0,0.10587132,14.851024,0.0,0.0,0.0,0.0,0.0,2.898446,0.0,0.0,0.0,0.0,0.0,Her2
TCGA-BH-A0BF-01,0.0,0.0,0.0,0.0,34.36062,0.0,7.83858,0.6612601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.957438,0.0,0.0,0.0,13.607497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.946458,38.51298,0.0,0.0,36.627697,0.0,0.0,0.0,0.0,0.0,39.8677,0.0,0.0,11.397923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.573315,0.0,0.0,LumB
TCGA-BH-A0BO-01,0.0,0.0,0.0,53.199245,16.162197,0.0,0.0,15.228598,7.17471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.048985,0.0,0.0,0.0,0.0,0.0,0.0,23.079346,0.0,0.0,0.0,27.290985,44.62206,0.0,26.815746,0.0,4.9128084,0.0,12.888919,0.0,0.0,0.0,0.0,84.61972,0.0,0.0,0.0,73.0537,0.3327531,12.852573,0.0,0.0,0.0,90.63947,0.0,38.38852,0.0,0.0,0.0,19.10513,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0BP-01,0.0,0.0,0.0,39.913074,16.681122,0.0,0.0,11.693253,11.250443,0.0,0.0,0.0,4.827331,0.0,0.0,0.0,0.0,0.0,28.309185,0.0,0.0,0.0,0.0,0.0,0.0,12.615264,0.0,0.0,0.0,3.5744326,28.6551,0.0,16.95741,0.0,9.027047,0.0,0.0,0.0,0.0,0.0,0.0,53.24753,0.0,0.0,0.0,52.59423,0.0,4.2031546,0.0,0.0,0.0,57.089237,0.0,27.165062,0.0,0.0,0.0,7.1817937,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0BQ-01,0.0,0.0,0.0,33.751198,8.058499,0.0,0.0,13.9859295,9.74487,0.0,0.0,0.0,0.0,2.1597037,0.0,0.0,0.0,0.0,27.98607,0.0,0.0,0.0,0.0,0.0,0.0,8.481891,0.0,0.0,0.0,16.326035,30.981937,0.0,16.529669,0.0,16.788666,0.0,0.0,0.0,0.0,0.0,0.0,80.45458,0.0,0.0,0.0,63.398125,0.0,9.933778,0.0,0.0,0.0,87.321594,0.0,28.717173,0.0,0.0,0.0,20.893307,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0BR-01,0.0,0.0,0.0,30.618416,36.920116,0.0,0.0,1.0089657,0.71797204,15.883736,0.0,0.0,11.948661,0.0,0.0,0.0,0.0,0.0,22.096687,0.0,0.0,0.0,0.0,0.0,0.0,4.2346783,0.0,0.0,0.0,0.0,34.436768,0.0,23.66938,0.0,0.79011065,0.0,0.30850443,0.0,0.0,0.0,0.0,3.45863,0.0,0.0,0.0,44.497902,0.0,0.0,0.0,15.225961,0.0,28.614834,0.0,0.0,0.0,0.0,0.0,9.088766,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0BS-01,0.0,0.0,0.0,21.06724,7.36242,0.0,13.685898,5.649031,6.0156374,0.0,0.0,0.0,0.0,5.7226515,0.0,0.0,0.36402556,0.0,24.2374,21.319763,0.0,0.0,0.0,0.0,0.0,6.805274,0.0,0.0,0.0,0.0,20.815977,0.0,10.288396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.98126,0.0,0.0,0.0,16.38158,4.980672,0.0,0.0,25.724503,0.0,39.461746,0.0,28.316658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0BT-01,0.0,0.0,0.0,53.32545,25.248894,0.0,0.0,18.080688,1.9187773,0.0,0.0,0.0,8.943523,8.2301655,0.0,0.0,0.0,0.0,51.18942,2.4728608,0.0,0.0,0.0,0.0,0.0,9.844173,0.0,0.0,0.0,9.766185,33.449677,0.0,26.87493,0.0,0.0,0.0,13.9306965,0.0,0.0,0.0,0.0,61.087112,0.0,0.0,0.0,41.79593,0.0,5.811484,0.0,3.0333104,0.0,75.065834,0.0,27.541265,0.0,0.0,0.0,23.421558,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0BW-01,0.0,0.0,23.288801,0.0,80.71078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2988775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.01132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.130516,104.977776,0.0,39.301937,46.618763,0.0,0.0,0.0,0.0,0.0,82.56919,0.0,0.0,136.79813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.141085,0.0,0.0,Basal
TCGA-BH-A0BZ-01,0.0,0.0,0.0,1.5274587,6.271501,0.0,0.0,1.4039195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.704255,0.0,0.0,0.0,0.0,0.0,0.0,1.1463044,0.0,0.0,0.0,0.0,5.041224,0.0,0.0,0.0,27.715702,0.0,0.0,0.0,0.0,0.0,0.0,43.110397,0.0,0.0,0.0,18.842028,0.0,0.0,0.0,0.0,0.0,31.558731,0.0,0.0,0.0,0.0,0.0,2.4880457,0.0,0.0,0.0,0.0,0.0,0.0,LumB
TCGA-BH-A0C1-01,0.0,0.0,0.0,25.93398,12.8497715,0.0,0.0,30.161837,3.5257802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.22847,5.1935453,0.0,0.0,0.0,0.0,0.0,22.7309,0.0,0.0,0.0,0.0,29.960257,0.0,27.369051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.360058,0.0,0.0,0.0,35.887333,0.0,1.6213284,0.0,21.913036,0.0,55.891613,0.0,0.054155592,0.0,0.0,0.0,12.313456,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0C3-01,0.0,0.0,0.0,0.0,6.8587184,0.0,0.0,5.7273545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7019386,0.0,2.4016032,0.0,0.0,0.0,0.0,0.0,0.0,7.428772,0.0,0.0,0.0,0.0,8.092712,0.0,0.0,0.0,24.08866,0.0,0.0,0.0,0.0,0.0,0.0,44.84677,0.0,0.0,0.0,22.632418,0.0,0.0,0.0,2.377992,0.0,34.655594,0.0,0.0,0.0,0.0,0.0,0.18385372,0.0,0.0,0.0,0.0,0.0,0.0,LumB
TCGA-BH-A0C7-01,0.0,0.0,0.0,0.0,25.924757,0.0,0.0,0.0,0.0,0.0,29.661148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2227,2.0707116,26.717613,0.0,8.602726,0.0,8.727697,0.0,0.0,0.0,10.726871,0.0,0.0,0.0,0.0,0.0,21.405659,38.25811,0.0,0.0,0.0,0.0,15.008947,0.0,0.0,18.923656,0.0,7.09925,1.8564689,0.0,0.4782509,0.0,0.0,0.0,0.0,0.0,0.0,3.353137,0.0,0.0,LumB
TCGA-BH-A0DD-01,0.0,0.0,0.0,0.0,58.939083,0.0,53.46905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.432858,0.0,0.0,0.0,17.886871,0.0,0.0,0.0,0.0,0.0,70.5871,15.641463,49.544693,29.34584,21.30049,0.0,12.064318,0.0,0.0,0.0,0.0,0.0,20.413054,0.0,0.0,0.0,16.190847,76.36028,0.0,0.0,0.0,0.0,31.991003,0.0,0.0,38.77971,0.0,55.925087,0.0,0.0,0.0,0.0,0.0,4.180791,0.0,0.0,0.0,25.039474,0.0,0.0,LumB
TCGA-BH-A0DG-01,0.0,0.0,0.0,32.325607,23.136427,0.0,0.0,5.767552,4.830476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82302,0.0,0.0,0.0,0.0,0.0,0.0,17.167852,0.0,0.0,0.0,0.0,24.85151,0.0,14.667683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.143513,0.0,0.0,0.0,43.38486,0.0,0.0,0.0,12.552717,0.0,60.63966,0.0,17.03186,0.0,0.0,0.0,0.64299303,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0DI-01,0.0,0.0,0.0,35.644646,18.78307,0.0,0.0,8.8453245,7.078068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.395878,0.0,0.0,0.0,0.0,0.0,0.0,13.239692,0.0,0.0,0.0,24.830706,37.267,0.0,26.004662,0.0,3.504341,0.0,13.738714,0.0,0.0,0.0,0.0,66.56741,0.0,0.0,0.0,58.282337,0.0,7.002209,0.0,2.6470783,0.0,79.17972,0.0,20.793285,0.0,0.0,0.0,19.806982,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0DL-01,0.0,0.0,0.0,0.0,29.590345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4065148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.700665,0.0,0.0,0.18928039,0.0,0.0,0.0,0.0,22.678377,31.673967,0.0,8.039771,25.26528,0.0,0.0,0.0,0.0,0.0,17.722694,0.0,0.0,40.41846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4868417,0.0,0.0,Basal
TCGA-BH-A0DT-01,0.0,0.0,0.0,25.724222,12.369142,0.0,0.0,32.6867,8.553886,0.0,0.0,0.0,0.0,4.9283805,0.0,0.0,0.0,0.0,29.740326,15.086409,0.0,0.0,0.0,0.0,0.0,6.846552,0.0,0.0,0.0,0.0,30.364243,0.0,24.964699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.57666,0.0,0.0,0.0,40.05542,0.0,2.5507035,0.0,17.845026,0.0,69.877975,0.0,24.396618,0.0,0.0,0.0,10.736577,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0DV-01,0.0,0.0,0.0,42.973564,16.729307,0.0,0.0,15.524574,12.376801,0.0,0.0,0.0,5.5231457,0.0,0.0,0.0,0.0,0.0,31.493507,0.0,0.0,0.0,0.0,0.0,0.0,18.408484,0.0,0.0,0.0,1.0095077,29.200764,0.0,16.72012,0.0,7.043663,0.0,0.0,0.0,0.0,0.0,0.0,56.31801,0.0,0.0,0.0,57.724983,0.0,6.2723308,0.0,1.7552125,0.0,62.21277,0.0,29.667496,0.0,0.0,0.0,6.881076,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0E2-01,0.0,0.0,0.0,0.10870144,3.403407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5752187,0.0,0.0,0.0,0.0,0.0,6.299181,0.0,0.0,0.0,0.0,0.0,0.91814494,0.0,0.0,2.1961548,0.0,5.883612,11.337121,0.0,7.3568535,0.0,0.0,0.0,9.640792,0.0,0.0,0.0,0.0,3.3386285,0.0,0.0,0.7467729,0.0,0.0,4.149935,0.0,0.0,0.0,5.082735,0.9733137,0.0,0.0,0.0,0.0,8.21829,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0E9-01,0.0,0.0,0.0,42.62898,9.499976,0.0,0.0,21.795803,11.651126,0.0,0.0,0.0,0.0,7.189215,0.0,0.0,0.0,0.0,31.242865,0.0,0.0,0.0,0.0,0.0,0.0,1.5268701,0.0,0.0,0.0,6.833528,32.92554,0.0,20.79986,0.0,17.118319,0.0,0.0,0.0,0.0,0.0,0.0,68.24639,0.0,0.0,0.0,57.686382,0.0,9.637464,0.0,0.0,0.0,77.99066,0.0,33.07352,0.0,0.0,0.0,16.43324,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0EA-01,0.0,0.0,0.0,37.715027,10.145401,0.0,0.0,14.621501,7.798222,0.0,0.0,0.0,0.0,7.1648483,0.0,0.0,0.0,0.0,30.63152,0.0,0.0,0.0,0.0,0.0,0.0,4.476358,0.0,0.0,0.0,11.679334,27.94544,0.0,15.113939,0.0,20.771349,0.0,0.0,0.0,0.0,0.0,0.0,76.171074,0.0,0.0,0.0,60.26767,0.0,8.380034,0.0,0.0,0.0,82.52802,0.0,26.789576,0.0,0.0,0.0,20.009132,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0EI-01,0.0,0.0,0.0,43.220764,13.497369,0.0,0.0,16.617023,3.8940973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.482723,0.0,0.0,0.0,0.0,0.0,0.0,32.294456,0.0,0.0,0.0,32.857044,46.69952,0.0,33.044704,0.0,0.0,0.0,35.538395,0.0,0.0,0.0,0.0,79.54558,0.0,0.0,0.0,65.78074,3.2115827,10.660733,0.0,8.983512,0.0,90.68661,0.0,15.668026,0.0,0.0,0.0,25.646418,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0H5-01,0.0,0.0,0.0,29.434982,20.44124,0.0,0.0,10.130664,7.8280897,0.0,0.0,0.0,0.0,0.12584086,0.0,0.0,0.0,0.0,22.7106,0.0,0.0,0.0,0.0,0.0,0.0,14.648328,0.0,0.0,0.0,4.1618433,23.416365,0.0,12.966933,1.248206,3.934954,0.0,0.0,0.0,0.0,0.0,0.0,47.52108,0.0,0.0,0.0,46.9275,0.0,1.3202345,0.0,0.0,0.0,54.484325,0.0,20.653936,0.0,0.0,0.0,11.2721,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A0HA-01,0.0,0.0,0.0,22.023178,9.805937,0.0,0.0,8.769143,4.109445,0.0,0.0,0.0,0.0,1.5859265,0.0,0.0,0.0,0.0,14.756516,1.0359766,0.0,0.0,0.0,0.0,0.0,5.7300873,0.0,0.0,0.0,0.6763136,16.387413,0.0,9.140465,0.0,3.5130873,0.0,0.0,0.0,0.0,0.0,0.0,30.729952,0.0,0.0,0.0,28.567726,0.0,1.506766,0.0,0.0,0.0,38.56555,0.0,16.558952,0.0,0.0,0.0,8.542281,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A18F-01,0.0,0.0,0.0,30.04811,21.67893,0.0,0.0,23.099213,10.610116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.58114,0.5628977,0.0,0.0,0.0,0.0,0.0,17.989813,0.0,0.0,0.0,0.0,29.169548,0.0,24.119286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.198223,0.0,0.0,0.0,53.57262,0.0,0.0,0.0,11.534791,0.0,53.596115,0.0,14.034455,0.0,0.0,0.0,10.988722,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A18G-01,0.0,0.0,27.79224,0.0,112.906395,0.0,22.6051,0.0,0.0,22.886173,10.120011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.27373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.24046,157.01317,0.0,65.89746,59.791008,0.0,0.0,0.0,0.0,0.0,135.93143,0.0,0.0,187.63725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.147379,0.0,0.0,Basal
TCGA-BH-A18H-01,0.0,0.0,0.0,6.449251,21.908262,0.0,0.0,4.0662293,0.0,0.0,0.0,0.0,0.0,10.225121,0.0,0.0,0.0,0.0,17.377083,6.083188,0.0,0.0,0.0,0.0,23.829332,12.327868,0.0,0.0,0.0,1.3565018,18.106037,0.0,16.357557,0.0,0.0,0.0,3.140269,0.0,0.0,0.0,0.0,26.71765,0.0,0.0,0.0,9.977651,5.979234,0.0,0.0,5.5886903,0.0,32.5147,0.0,12.685048,0.0,0.0,0.0,8.043395,0.0,0.0,0.0,0.0,0.0,0.0,LumA
TCGA-BH-A18J-01,0.0,0.0,0.0,28.693466,36.00688,0.0,5.387144,8.842937,0.0,8.405253,0.0,0.0,8.627267,0.0,0.0,0.0,0.0,0.0,21.948608,0.0,0.0,0.0,0.0,0.0,0.0,17.897833,0.0,0.0,0.0,0.0,29.307741,0.0,19.75726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.244913,0.0,0.0,0.0,33.761692,0.0,26.9141,0.0,0.0,0.0,0.0,0.0,4.4427757,0.0,0.0,0.0,0.0,0.0,0.0,LumA
